model,eta10,clock_factor,li_suppression,stellar_depletion,chi2_total,chi2_yD,chi2_Yp,chi2_yLi,chi2_eta_cmb,sigma_yD,sigma_Yp,sigma_yLi,yD,Yp,yLi_bbn,yLi_surface,delta_neff
li_production_suppression_cmb,6.12,1.0,0.405,1.0,2.4288295020995605,0.4198579989576115,0.5366469189189093,1.4723245842230397,0.0,0.08063533716677819,0.00304138126514911,0.38042059302829545,2.4557511637158957,0.24722799999999998,1.9116,1.9116,0.0
li_production_suppression_cmb,6.12,1.0,0.22999999999999998,1.0,2.4482150461199046,0.4198579989576115,0.5366469189189093,1.4917101282433836,0.0,0.08063533716677819,0.00304138126514911,0.29835694327432705,2.4557511637158957,0.24722799999999998,1.0856,1.0856,0.0
li_production_suppression_cmb,6.12,1.0,0.41000000000000003,1.0,2.5605868505784706,0.4198579989576115,0.5366469189189093,1.6040819327019495,0.0,0.08063533716677819,0.00304138126514911,0.38309591279469424,2.4557511637158957,0.24722799999999998,1.9352,1.9352,0.0
li_production_suppression_cmb,6.12,1.0,0.22499999999999998,1.0,2.669636609868316,0.4198579989576115,0.5366469189189093,1.7131316919917952,0.0,0.08063533716677819,0.00304138126514911,0.29643969032503054,2.4557511637158957,0.24722799999999998,1.0619999999999998,1.0619999999999998,0.0
li_production_suppression_cmb,6.12,1.0,0.41500000000000004,1.0,2.6959197222613343,0.4198579989576115,0.5366469189189093,1.7394148043848132,0.0,0.08063533716677819,0.00304138126514911,0.38578516353017,2.4557511637158957,0.24722799999999998,1.9588,1.9588,0.0
li_production_suppression_cmb,6.12,1.0,0.42000000000000004,1.0,2.8346137355816303,0.4198579989576115,0.5366469189189093,1.8781088177051095,0.0,0.08063533716677819,0.00304138126514911,0.38848805592965147,2.4557511637158957,0.24722799999999998,1.9824000000000002,1.9824000000000002,0.0
li_production_suppression_cmb,6.12,1.0,0.22,1.0,2.9091589122824244,0.4198579989576115,0.5366469189189093,1.9526539944059036,0.0,0.08063533716677819,0.00304138126514911,0.29455250397849275,2.4557511637158957,0.24722799999999998,1.0384,1.0384,0.0
li_production_suppression_cmb,6.12,1.0,0.42500000000000004,1.0,2.976462862427391,0.4198579989576115,0.5366469189189093,2.01995794455087,0.0,0.08063533716677819,0.00304138126514911,0.3912043072360017,2.4557511637158957,0.24722799999999998,2.0060000000000002,2.0060000000000002,0.0
li_production_suppression_cmb,6.12,1.0,0.43000000000000005,1.0,3.121269197625013,0.4198579989576115,0.5366469189189093,2.1647642797484923,0.0,0.08063533716677819,0.00304138126514911,0.39393364111230716,2.4557511637158957,0.24722799999999998,2.0296000000000003,2.0296000000000003,0.0
li_production_suppression_cmb,6.12,1.0,0.215,1.0,3.1672786720220403,0.4198579989576115,0.5366469189189093,2.2107737541455195,0.0,0.08063533716677819,0.00304138126514911,0.29269596580752527,2.4557511637158957,0.24722799999999998,1.0148,1.0148,0.0
