window_index,tag,bcut_deg,z_lo,z_hi,z_center,scan_N,N,n_controls,control_names,n_strata,min_stratum_N,raw_amp,raw_formal_snr,raw_priority,raw_l_deg,raw_b_deg,raw_sep_cmb_deg,residual_amp,residual_formal_snr,residual_priority,residual_l_deg,residual_b_deg,residual_sep_cmb_deg,residual_amp_par_cmb,residual_frac_par_cmb,residual_rms,amp_ratio_residual_vs_raw,snr_delta_residual_minus_raw,max_abs_su2_delta_mu,control_r2,control_rms_resid,control_k,control_beta_intercept,control_betas,control_centers,control_scales
159,z1p50_1p60,35.0,1.5000000000000002,1.6000000000000003,1.5500000000000005,24019,24019,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2401,0.0002599468787453,0.6305075026695287,0.0059705441958718,120.58287638333422,-16.779425881317238,136.6714841189502,0.00023076398090278143,0.5804104442516135,0.00549615380384483,129.86987404448502,-20.478691320476077,134.06796892882755,-0.00016049893813026165,-0.69551122104224,0.028844571382441717,0.8877351481065006,-0.05009705841791523,0.0094694260902414,0.0009073177505586338,0.02884717622375117,8,1.549205260538917,0.0002952622383;0.0002802834386;-1.236147319e-05;-0.0001543051415;-9.316842568e-05;-0.0008681727609;0.0002284601252,3.891820298;0.1308112336;0.007051676708;0.2854923779;0.08627125852;0.7044804845;0.005270488127,0.3874773201;0.2220464602;0.2554097077;0.1795023195;0.816673668;0.7615845016;0.7382798183
160,z1p60_1p70,35.0,1.6000000000000003,1.7000000000000004,1.6500000000000004,22876,22876,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2287,0.000644752371656,2.407414545982184,0.0225329158652062,109.19453922959,53.83522464445815,75.71556639719519,0.0006672865618941695,2.348068945033009,0.021977452978521446,105.84484074645128,46.63367933433416,83.22603261047372,7.87083167027211e-05,0.11795279748972991,0.028715327902252424,1.0349501471088693,-0.05934560094917529,0.0093597988359803,0.0019260758938851597,0.02872130028269577,8,1.6493548745842859,-0.0002054699409;-0.0002903701542;5.487359166e-05;-2.634319584e-05;-5.684143568e-05;-0.001280162986;0.0002403471689,3.912023005;0.1295132796;0.005242161292;0.2867781624;0.1058677412;0.5792437573;0.0009760996665,0.3869530515;0.2230124789;0.254691156;0.1788787047;0.8331835233;0.7835541536;0.7281791209
161,z1p70_1p80,35.0,1.7000000000000004,1.8000000000000005,1.7500000000000004,21321,21321,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2132,0.0009089258386848,2.497918102318309,0.0230579177776033,94.62879227556456,-31.29195942680378,161.22318559170645,0.0002784783474894989,1.0307167060235394,0.009514395623073256,120.97194588886167,-61.9648358829463,155.31853707095823,-0.0002530374912500655,-0.9086433237313262,0.028726655379116152,0.30638181426600464,-1.4672013962947694,0.0092308541886154,0.005696516759357451,0.028730066830411103,8,1.7493572695180757,8.858395242e-05;0.0005050794279;-0.0004823751155;-0.0005391095956;-0.000276606968;-0.002167362668;0.0002420386902,3.891820298;0.1354776418;0.004412117661;0.2868693658;0.08099299149;0.368606093;-0.001348626949,0.3914872873;0.2203958723;0.2543455933;0.1763750603;0.8561005696;0.8323927471;0.7386016217
162,z1p80_1p90,35.0,1.8000000000000005,1.9000000000000008,1.8500000000000003,19313,19313,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1931,0.0005677437519402,1.140840016760075,0.0103681647931081,146.23619356610982,-3.6027221101803426,110.89481112722294,0.0005682355455207401,1.1396271489447112,0.010357142026377282,152.75046360808759,-1.411876853903107,105.0616980451196,-0.00014766114144449034,-0.25985903664152393,0.028814888676219234,1.0008662245579267,-0.0012128678153637829,0.0090881847066981,0.0021845529517697804,0.028818842895773595,8,1.8488800605934574,-0.0002631975019;3.389441368e-05;-8.284142517e-05;-0.0002488478856;-0.0008475917068;-0.001027322348;-0.0001341475359,3.891820298;0.1341024167;0.008671514932;0.287768078;0.02931912386;0.2310020197;-0.01006624,0.3911432134;0.2227803886;0.254086102;0.1780336141;0.8700042411;0.8497154446;0.7299148043
163,z1p90_2p00,35.0,1.9000000000000008,2.0000000000000004,1.9500000000000008,18180,18180,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1818,0.0012105463350479,3.478764328985944,0.0310867379282549,310.75505274323706,-38.48957634446707,96.15077235254272,0.0012168064298715502,3.396967557517156,0.030355790224542607,305.3733298762158,-35.78661771031447,91.76700371743718,-3.752040184827588e-05,-0.0308351442983718,0.028576210119822133,1.0051712971593132,-0.08179677146878772,0.0089361436959762,0.0021422450945574045,0.028588425669640108,8,1.9493524450569928,-0.0003008792729;-0.0002134881363;-0.000110179568;-0.0001605652798;-0.000938877215;-0.000936240717;-8.852227717e-05,3.891820298;0.1310101145;0.007519211104;0.2789227422;-0.02966276104;0.1119974085;-0.0124756647,0.3917050739;0.2194022079;0.2519590677;0.1775128582;0.8660175936;0.8801444534;0.7774902721
164,z2p00_2p10,35.0,2.0000000000000004,2.1000000000000005,2.0500000000000007,15758,15758,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1575,0.0006653217711153,1.426820131827088,0.0125247830020559,342.3987058982136,-19.74803954446094,97.22938780802406,0.0005897740411645738,1.3008352100526894,0.011418873594445574,348.59804865692706,-21.805559895655442,102.63371410399549,-0.00012899387707708857,-0.21871745460748995,0.02827643904784812,0.886449334396373,-0.12598492177439846,0.0087781092533489,0.007932483643469657,0.028281548248533444,8,2.049399265001433,-8.935549662e-05;0.0003320068331;-8.395516577e-06;0.0001451162749;-0.0011645975;-0.002383167532;0.0001287348583,3.891820298;0.1296511783;0.009535600496;0.2802994979;-0.1132582314;0.003011316542;-0.007078182772,0.3887139119;0.221387479;0.2524888324;0.1784538723;0.8655275446;0.9138623388;0.8170014673
165,z2p10_2p20,35.0,2.1000000000000005,2.2000000000000006,2.1500000000000004,13898,13898,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1389,0.0005424687974915,1.0514716043463672,0.0090602078428495,288.0483720672648,22.29575472941505,32.24872277651327,0.000291435307226134,0.6080180822753307,0.005239105055100081,299.08778357611516,28.72345585539927,33.2297853293664,0.00024377967421494197,0.8364795485324827,0.029036784344476794,0.5372388394941748,-0.4434535220710365,0.0086166928383022,0.004197045380217812,0.029041351358597506,8,2.1492656191411026,-0.0001046319426;-0.0006108622461;0.0001013878774;0.001057453811;-0.0004334330915;-0.001671900842;0.0004632220014,3.912023005;0.1283838119;0.01348859359;0.2811723711;-0.1624808205;-0.1676936719;0.001590221301,0.3870948926;0.2207202637;0.2525489581;0.1778935457;0.8734816382;0.9396976886;0.8971161932
166,z2p20_2p30,35.0,2.2000000000000006,2.3000000000000007,2.250000000000001,12802,12802,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1280,0.0011997475279234,2.115427921786887,0.0178836237504843,33.95409046171737,-13.512959095217424,126.1501699791806,0.0010805314192920312,1.844081897363301,0.015589690614307124,23.02066010123296,-9.461650850952523,116.1715432807154,-0.0004765793638355513,-0.44106016292224814,0.02877694586341689,0.9006323365069019,-0.27134602442358613,0.0084539036127395,0.004293683480497523,0.028785267614693633,8,2.2493102940243066,-0.0007251146986;8.416286858e-05;-0.0002123491073;0.0001073658913;-0.0008384573193;-0.001505016909;0.0002987181053,3.912023005;0.1262385833;0.007485148385;0.2796563169;-0.2702042025;-0.3463354433;0.02611591805,0.3881902745;0.2207116129;0.2552564812;0.179133844;0.8588639699;0.9128089835;0.8524399055
167,z2p30_2p40,35.0,2.3000000000000007,2.400000000000001,2.3500000000000005,12906,12906,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1290,0.0007250513964309,1.2026946200352893,0.0099718751377816,9.254826301999922,3.53285595155642,97.3915118165121,0.0007708498265605215,1.3476060325416308,0.011173375907370437,347.9498553344709,14.136789034445853,75.49213691451111,0.0001931078001657277,0.2505128671136391,0.02855941793706931,1.0631657705302913,0.14491141250634154,0.0082912777455419,0.005846046308829678,0.02856585630169829,8,2.349712015447906,-0.000526214645;-0.0001509008606;-0.0002211551158;0.0002819550477;0.0002970754466;-0.002104508271;4.406965358e-05,3.891820298;0.1289739879;0.01163525463;0.2826107613;-0.2503969556;-0.5042331715;0.04171313855,0.3858502556;0.2214265113;0.2549097661;0.1808285734;0.880978713;0.9278789137;0.911929875
168,z2p40_2p50,35.0,2.400000000000001,2.5,2.45,11753,11753,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1175,0.0002958202422149,0.8266661687964737,0.0067207794915274,311.8353844148802,65.18424302609534,30.13287434626284,0.000630059922435958,1.4809081111034643,0.012039753455050484,274.7853987429466,43.64834910537992,8.77523154214884,0.0006226847078320593,0.988294423528187,0.028864244212640142,2.129874269990787,0.6542419423069906,0.0081299800877445,0.001983957052769547,0.02887185320668181,8,2.4481480925344012,-0.000563452143;-0.0005344909076;-0.0002495549825;0.0007927229863;0.0008883358805;-0.0005652901377;-4.406747248e-05,3.891820298;0.1306201686;0.003445079868;0.2829606637;-0.2078638369;-0.6867058613;0.04750804331,0.3899034292;0.2212554123;0.2542183729;0.1783921073;0.8904794125;0.9085020795;0.9940413058
