fit_group,bcut_deg,quality_variable,smd_before,smd_after,abs_smd_before,abs_smd_after,weighted_ks_before,weighted_ks_after
zerr_x_gaia_colour,10.0,bp_rp,0.01706192814491744,0.0001172066416359781,0.01706192814491744,0.0001172066416359781,0.012908685254490904,0.003696727000629174
zerr_x_gaia_colour,15.0,zerr,-0.0037048814660847564,-0.00023574152345669344,0.0037048814660847564,0.00023574152345669344,0.0022740703264339523,0.0025562682327937986
zerr_x_gaia_colour,15.0,bp_rp,0.02050968725877292,0.0001439357022737817,0.02050968725877292,0.0001439357022737817,0.014246681767179248,0.003294446367499093
zerr_x_gaia_colour,20.0,zerr,-0.004501936826001963,0.000275810084234982,0.004501936826001963,0.000275810084234982,0.0021330398720932897,0.0023227671511120707
zerr_x_gaia_colour,20.0,bp_rp,0.02282341590391333,6.608020333734552e-06,0.02282341590391333,6.608020333734552e-06,0.01687455415592265,0.0032631761886136035
zerr_x_gaia_colour,25.0,zerr,-0.002548479893433326,6.961626286496447e-05,0.002548479893433326,6.961626286496447e-05,0.0030578629510236155,0.0035378426191174928
zerr_x_gaia_colour,25.0,bp_rp,0.02003680052924238,-0.00011629629800016331,0.02003680052924238,0.00011629629800016331,0.014108532279657693,0.004445060519235988
zerr_x_gaia_colour,30.0,zerr,-0.0027167107915861822,0.0001086475023763209,0.0027167107915861822,0.0001086475023763209,0.004776075741137253,0.0029704863804776993
zerr_x_gaia_colour,30.0,bp_rp,0.028614296257936413,-2.2903434409589346e-05,0.028614296257936413,2.2903434409589346e-05,0.01901910716524463,0.004202674934965622
zerr_x_gaia_colour,35.0,zerr,-0.0029996199357571873,1.7584174049777272e-05,0.0029996199357571873,1.7584174049777272e-05,0.006371173763953214,0.005536680937480859
zerr_x_gaia_colour,35.0,bp_rp,0.02920103251868615,-2.6088782500373285e-06,0.02920103251868615,2.6088782500373285e-06,0.018504205344550273,0.004480017460145952
zerr_x_wise_colour,10.0,zerr,-0.0027276454868637007,-0.0002662521936901158,0.0027276454868637007,0.0002662521936901158,0.002807725442473874,0.00307410343052672
zerr_x_wise_colour,10.0,w1_w2,0.01798810574954316,2.4726613726673455e-05,0.01798810574954316,2.4726613726673455e-05,0.009118434315797952,0.0037224400206131714
zerr_x_wise_colour,15.0,zerr,-0.0037048814660847564,0.0002509444150756573,0.0037048814660847564,0.0002509444150756573,0.0022740703264339523,0.0028092288888212358
